sku_id,origin,date,actual,prediction,method
SKU-1018,2026-05-13,2026-05-16,238.0,264.49586559857585,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-17,254.0,257.93841485617185,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-18,,277.58946069506817,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-19,313.0,301.29691507869074,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-20,447.0,362.3233280737953,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-21,325.0,295.25737346765385,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-22,246.0,264.3385261156289,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-23,180.0,264.49586559857585,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-24,303.0,257.93841485617185,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-25,318.0,277.58946069506817,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-26,288.0,301.29691507869074,weekday_shrinkage
SKU-1018,2026-05-13,2026-05-27,414.0,362.3233280737953,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-14,711.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-15,527.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-16,502.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-17,475.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-18,670.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-19,716.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-20,679.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-21,657.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-22,562.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-23,483.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-24,467.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-25,486.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-26,530.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-27,757.0,557.3333333333334,mean28
SKU-1019,2026-05-13,2026-05-14,711.0,733.0,seasonal7
SKU-1019,2026-05-13,2026-05-15,527.0,634.0,seasonal7
SKU-1019,2026-05-13,2026-05-16,502.0,391.0,seasonal7
SKU-1019,2026-05-13,2026-05-17,475.0,578.0,seasonal7
SKU-1019,2026-05-13,2026-05-18,670.0,442.0,seasonal7
SKU-1019,2026-05-13,2026-05-19,716.0,758.0,seasonal7
SKU-1019,2026-05-13,2026-05-20,679.0,782.0,seasonal7
SKU-1019,2026-05-13,2026-05-21,657.0,733.0,seasonal7
SKU-1019,2026-05-13,2026-05-22,562.0,634.0,seasonal7
SKU-1019,2026-05-13,2026-05-23,483.0,391.0,seasonal7
SKU-1019,2026-05-13,2026-05-24,467.0,578.0,seasonal7
SKU-1019,2026-05-13,2026-05-25,486.0,442.0,seasonal7
SKU-1019,2026-05-13,2026-05-26,530.0,758.0,seasonal7
SKU-1019,2026-05-13,2026-05-27,757.0,782.0,seasonal7
SKU-1019,2026-05-13,2026-05-14,711.0,579.4214084568773,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-15,527.0,501.37532187195245,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-16,502.0,507.60435225666475,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-17,475.0,530.5539988823509,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-18,670.0,613.1314552447324,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-19,716.0,556.1541479022167,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-20,679.0,610.6581637684494,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-21,657.0,579.4214084568773,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-22,562.0,501.37532187195245,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-23,483.0,507.60435225666475,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-24,467.0,530.5539988823509,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-25,486.0,613.1314552447324,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-26,530.0,556.1541479022167,weekday_shrinkage
SKU-1019,2026-05-13,2026-05-27,757.0,610.6581637684494,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-14,378.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-15,497.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-16,436.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-17,375.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-18,385.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-19,234.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-20,629.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-21,423.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-22,331.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-23,273.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-24,628.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-25,352.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-26,658.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-27,411.0,400.9642857142857,mean28
SKU-1020,2026-05-13,2026-05-14,378.0,557.0,seasonal7
SKU-1020,2026-05-13,2026-05-15,497.0,305.0,seasonal7
SKU-1020,2026-05-13,2026-05-16,436.0,422.0,seasonal7
SKU-1020,2026-05-13,2026-05-17,375.0,294.0,seasonal7
SKU-1020,2026-05-13,2026-05-18,385.0,822.0,seasonal7
SKU-1020,2026-05-13,2026-05-19,234.0,464.0,seasonal7
SKU-1020,2026-05-13,2026-05-20,629.0,81.0,seasonal7
SKU-1020,2026-05-13,2026-05-21,423.0,557.0,seasonal7
SKU-1020,2026-05-13,2026-05-22,331.0,305.0,seasonal7
SKU-1020,2026-05-13,2026-05-23,273.0,422.0,seasonal7
SKU-1020,2026-05-13,2026-05-24,628.0,294.0,seasonal7
SKU-1020,2026-05-13,2026-05-25,352.0,822.0,seasonal7
SKU-1020,2026-05-13,2026-05-26,658.0,464.0,seasonal7
SKU-1020,2026-05-13,2026-05-27,411.0,81.0,seasonal7
SKU-1020,2026-05-13,2026-05-14,378.0,400.1472418310167,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-15,497.0,442.8090869094782,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-16,436.0,416.64680157290036,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-17,375.0,382.4626308369535,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-18,385.0,383.40712681358383,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-19,234.0,416.5556437842711,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-20,629.0,359.3414706154773,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-21,423.0,400.1472418310167,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-22,331.0,442.8090869094782,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-23,273.0,416.64680157290036,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-24,628.0,382.4626308369535,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-25,352.0,383.40712681358383,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-26,658.0,416.5556437842711,weekday_shrinkage
SKU-1020,2026-05-13,2026-05-27,411.0,359.3414706154773,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-14,484.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-15,481.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-16,280.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-17,360.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-18,459.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-19,366.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-20,412.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-21,621.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-22,369.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-23,296.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-24,289.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-25,363.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-26,434.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-27,318.0,407.10714285714283,mean28
SKU-1021,2026-05-13,2026-05-14,484.0,397.0,seasonal7
SKU-1021,2026-05-13,2026-05-15,481.0,301.0,seasonal7
SKU-1021,2026-05-13,2026-05-16,280.0,304.0,seasonal7
SKU-1021,2026-05-13,2026-05-17,360.0,373.0,seasonal7
SKU-1021,2026-05-13,2026-05-18,459.0,437.0,seasonal7
SKU-1021,2026-05-13,2026-05-19,366.0,507.0,seasonal7
SKU-1021,2026-05-13,2026-05-20,412.0,441.0,seasonal7
SKU-1021,2026-05-13,2026-05-21,621.0,397.0,seasonal7
SKU-1021,2026-05-13,2026-05-22,369.0,301.0,seasonal7
SKU-1021,2026-05-13,2026-05-23,296.0,304.0,seasonal7
SKU-1021,2026-05-13,2026-05-24,289.0,373.0,seasonal7
SKU-1021,2026-05-13,2026-05-25,363.0,437.0,seasonal7
SKU-1021,2026-05-13,2026-05-26,434.0,507.0,seasonal7
SKU-1021,2026-05-13,2026-05-27,318.0,441.0,seasonal7
SKU-1021,2026-05-13,2026-05-14,484.0,438.48730885450055,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-15,481.0,374.5808644015997,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-16,280.0,346.90235020221974,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-17,360.0,396.8541468718078,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-18,459.0,362.65207713722043,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-19,366.0,448.01746099793445,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-20,412.0,485.10853389811365,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-21,621.0,438.48730885450055,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-22,369.0,374.5808644015997,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-23,296.0,346.90235020221974,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-24,289.0,396.8541468718078,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-25,363.0,362.65207713722043,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-26,434.0,448.01746099793445,weekday_shrinkage
SKU-1021,2026-05-13,2026-05-27,318.0,485.10853389811365,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-14,180.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-15,220.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-16,217.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-17,143.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-18,218.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-19,180.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-20,192.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-21,172.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-22,133.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-23,204.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-24,162.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-25,148.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-26,111.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-27,212.0,179.5,mean28
SKU-1022,2026-05-13,2026-05-14,180.0,206.0,seasonal7
SKU-1022,2026-05-13,2026-05-15,220.0,211.0,seasonal7
SKU-1022,2026-05-13,2026-05-16,217.0,134.0,seasonal7
SKU-1022,2026-05-13,2026-05-17,143.0,153.0,seasonal7
SKU-1022,2026-05-13,2026-05-18,218.0,271.0,seasonal7
SKU-1022,2026-05-13,2026-05-19,180.0,194.0,seasonal7
SKU-1022,2026-05-13,2026-05-20,192.0,206.0,seasonal7
SKU-1022,2026-05-13,2026-05-21,172.0,206.0,seasonal7
SKU-1022,2026-05-13,2026-05-22,133.0,211.0,seasonal7
SKU-1022,2026-05-13,2026-05-23,204.0,134.0,seasonal7
SKU-1022,2026-05-13,2026-05-24,162.0,153.0,seasonal7
SKU-1022,2026-05-13,2026-05-25,148.0,271.0,seasonal7
SKU-1022,2026-05-13,2026-05-26,111.0,194.0,seasonal7
SKU-1022,2026-05-13,2026-05-27,212.0,206.0,seasonal7
SKU-1022,2026-05-13,2026-05-14,180.0,196.03440090696523,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-15,220.0,199.15049953943176,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-16,217.0,150.80645504145116,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-17,143.0,158.37412314886984,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-18,218.0,175.46814993268617,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-19,180.0,180.36487635513356,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-20,192.0,196.30149507546238,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-21,172.0,196.03440090696523,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-22,133.0,199.15049953943176,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-23,204.0,150.80645504145116,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-24,162.0,158.37412314886984,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-25,148.0,175.46814993268617,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-26,111.0,180.36487635513356,weekday_shrinkage
SKU-1022,2026-05-13,2026-05-27,212.0,196.30149507546238,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-14,237.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-15,193.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-16,171.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-17,228.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-18,546.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-19,257.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-20,269.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-21,261.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-22,203.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-23,62.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-24,209.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-25,220.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-26,510.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-27,294.0,235.07142857142858,mean28
SKU-1023,2026-05-13,2026-05-14,237.0,244.0,seasonal7
SKU-1023,2026-05-13,2026-05-15,193.0,183.0,seasonal7
SKU-1023,2026-05-13,2026-05-16,171.0,194.0,seasonal7
SKU-1023,2026-05-13,2026-05-17,228.0,206.0,seasonal7
SKU-1023,2026-05-13,2026-05-18,546.0,237.0,seasonal7
SKU-1023,2026-05-13,2026-05-19,257.0,284.0,seasonal7
SKU-1023,2026-05-13,2026-05-20,269.0,276.0,seasonal7
SKU-1023,2026-05-13,2026-05-21,261.0,244.0,seasonal7
SKU-1023,2026-05-13,2026-05-22,203.0,183.0,seasonal7
SKU-1023,2026-05-13,2026-05-23,62.0,194.0,seasonal7
SKU-1023,2026-05-13,2026-05-24,209.0,206.0,seasonal7
SKU-1023,2026-05-13,2026-05-25,220.0,237.0,seasonal7
SKU-1023,2026-05-13,2026-05-26,510.0,284.0,seasonal7
SKU-1023,2026-05-13,2026-05-27,294.0,276.0,seasonal7
SKU-1023,2026-05-13,2026-05-14,237.0,248.8629155563322,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-15,193.0,229.1183943159196,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-16,171.0,194.88819061764764,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-17,228.0,212.95370357657723,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-18,546.0,237.4025287542827,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-19,257.0,247.7538458658113,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-20,269.0,271.9685341088513,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-21,261.0,248.8629155563322,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-22,203.0,229.1183943159196,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-23,62.0,194.88819061764764,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-24,209.0,212.95370357657723,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-25,220.0,237.4025287542827,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-26,510.0,247.7538458658113,weekday_shrinkage
SKU-1023,2026-05-13,2026-05-27,294.0,271.9685341088513,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-14,295.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-15,228.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-16,166.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-17,154.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-18,182.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-19,332.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-20,298.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-21,274.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-22,233.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-23,199.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-24,266.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-25,288.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-26,231.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-27,356.0,255.59259259259258,mean28
SKU-1024,2026-05-13,2026-05-14,295.0,287.0,seasonal7
SKU-1024,2026-05-13,2026-05-15,228.0,295.0,seasonal7
SKU-1024,2026-05-13,2026-05-16,166.0,229.0,seasonal7
SKU-1024,2026-05-13,2026-05-17,154.0,231.0,seasonal7
SKU-1024,2026-05-13,2026-05-18,182.0,365.0,seasonal7
SKU-1024,2026-05-13,2026-05-19,332.0,243.0,seasonal7
SKU-1024,2026-05-13,2026-05-20,298.0,211.0,seasonal7
SKU-1024,2026-05-13,2026-05-21,274.0,287.0,seasonal7
SKU-1024,2026-05-13,2026-05-22,233.0,295.0,seasonal7
SKU-1024,2026-05-13,2026-05-23,199.0,229.0,seasonal7
SKU-1024,2026-05-13,2026-05-24,266.0,231.0,seasonal7
SKU-1024,2026-05-13,2026-05-25,288.0,365.0,seasonal7
SKU-1024,2026-05-13,2026-05-26,231.0,243.0,seasonal7
SKU-1024,2026-05-13,2026-05-27,356.0,211.0,seasonal7
SKU-1024,2026-05-13,2026-05-14,295.0,273.50780731285096,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-15,228.0,244.39341636916808,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-16,166.0,225.8575661863732,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-17,154.0,244.01531415023175,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-18,182.0,284.086348073739,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-19,332.0,243.19149858655194,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-20,298.0,271.91634542846964,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-21,274.0,273.50780731285096,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-22,233.0,244.39341636916808,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-23,199.0,225.8575661863732,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-24,266.0,244.01531415023175,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-25,288.0,284.086348073739,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-26,231.0,243.19149858655194,weekday_shrinkage
SKU-1024,2026-05-13,2026-05-27,356.0,271.91634542846964,weekday_shrinkage
SKU-1000,2026-05-27,2026-05-28,99.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-05-29,155.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-05-30,108.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-05-31,65.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-01,141.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-02,179.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-03,84.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-04,139.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-05,,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-06,70.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-07,70.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-08,92.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-09,106.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-06-10,120.0,110.67857142857143,mean28
SKU-1000,2026-05-27,2026-05-28,99.0,111.0,seasonal7
SKU-1000,2026-05-27,2026-05-29,155.0,94.0,seasonal7
SKU-1000,2026-05-27,2026-05-30,108.0,88.0,seasonal7
SKU-1000,2026-05-27,2026-05-31,65.0,168.0,seasonal7
SKU-1000,2026-05-27,2026-06-01,141.0,115.0,seasonal7
SKU-1000,2026-05-27,2026-06-02,179.0,136.0,seasonal7
SKU-1000,2026-05-27,2026-06-03,84.0,122.0,seasonal7
SKU-1000,2026-05-27,2026-06-04,139.0,111.0,seasonal7
SKU-1000,2026-05-27,2026-06-05,,94.0,seasonal7
SKU-1000,2026-05-27,2026-06-06,70.0,88.0,seasonal7
SKU-1000,2026-05-27,2026-06-07,70.0,168.0,seasonal7
SKU-1000,2026-05-27,2026-06-08,92.0,115.0,seasonal7
SKU-1000,2026-05-27,2026-06-09,106.0,136.0,seasonal7
SKU-1000,2026-05-27,2026-06-10,120.0,122.0,seasonal7
SKU-1000,2026-05-27,2026-05-28,99.0,122.21859625383726,weekday_shrinkage
SKU-1000,2026-05-27,2026-05-29,155.0,107.82689862729617,weekday_shrinkage
SKU-1000,2026-05-27,2026-05-30,108.0,101.31855129300052,weekday_shrinkage
SKU-1000,2026-05-27,2026-05-31,65.0,115.98524951113157,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-01,141.0,115.251914600225,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-02,179.0,112.66040902529639,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-03,84.0,99.66854774346078,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-04,139.0,122.21859625383726,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-05,,107.82689862729617,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-06,70.0,101.31855129300052,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-07,70.0,115.98524951113157,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-08,92.0,115.251914600225,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-09,106.0,112.66040902529639,weekday_shrinkage
SKU-1000,2026-05-27,2026-06-10,120.0,99.66854774346078,weekday_shrinkage
SKU-1001,2026-05-27,2026-05-28,446.0,421.25,mean28
SKU-1001,2026-05-27,2026-05-29,433.0,421.25,mean28
SKU-1001,2026-05-27,2026-05-30,418.0,421.25,mean28
SKU-1001,2026-05-27,2026-05-31,496.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-01,789.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-02,449.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-03,436.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-04,487.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-05,442.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-06,466.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-07,420.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-08,437.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-09,498.0,421.25,mean28
SKU-1001,2026-05-27,2026-06-10,437.0,421.25,mean28
SKU-1001,2026-05-27,2026-05-28,446.0,477.0,seasonal7
SKU-1001,2026-05-27,2026-05-29,433.0,446.0,seasonal7
SKU-1001,2026-05-27,2026-05-30,418.0,446.0,seasonal7
SKU-1001,2026-05-27,2026-05-31,496.0,425.0,seasonal7
SKU-1001,2026-05-27,2026-06-01,789.0,404.0,seasonal7
SKU-1001,2026-05-27,2026-06-02,449.0,459.0,seasonal7
SKU-1001,2026-05-27,2026-06-03,436.0,454.0,seasonal7
SKU-1001,2026-05-27,2026-06-04,487.0,477.0,seasonal7
SKU-1001,2026-05-27,2026-06-05,442.0,446.0,seasonal7
SKU-1001,2026-05-27,2026-06-06,466.0,446.0,seasonal7
SKU-1001,2026-05-27,2026-06-07,420.0,425.0,seasonal7
SKU-1001,2026-05-27,2026-06-08,437.0,404.0,seasonal7
SKU-1001,2026-05-27,2026-06-09,498.0,459.0,seasonal7
SKU-1001,2026-05-27,2026-06-10,437.0,454.0,seasonal7
SKU-1001,2026-05-27,2026-05-28,446.0,426.4810801312091,weekday_shrinkage
SKU-1001,2026-05-27,2026-05-29,433.0,422.0552244415808,weekday_shrinkage
SKU-1001,2026-05-27,2026-05-30,418.0,372.1058116604186,weekday_shrinkage
SKU-1001,2026-05-27,2026-05-31,496.0,421.68592334426745,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-01,789.0,431.6381355435801,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-02,449.0,440.7760758356764,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-03,436.0,434.0809512652297,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-04,487.0,426.4810801312091,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-05,442.0,422.0552244415808,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-06,466.0,372.1058116604186,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-07,420.0,421.68592334426745,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-08,437.0,431.6381355435801,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-09,498.0,440.7760758356764,weekday_shrinkage
SKU-1001,2026-05-27,2026-06-10,437.0,434.0809512652297,weekday_shrinkage
SKU-1002,2026-05-27,2026-05-28,244.0,261.5,mean28
SKU-1002,2026-05-27,2026-05-29,291.0,261.5,mean28
SKU-1002,2026-05-27,2026-05-30,223.0,261.5,mean28
SKU-1002,2026-05-27,2026-05-31,,261.5,mean28
SKU-1002,2026-05-27,2026-06-01,236.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-02,258.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-03,355.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-04,330.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-05,259.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-06,201.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-07,235.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-08,299.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-09,257.0,261.5,mean28
SKU-1002,2026-05-27,2026-06-10,325.0,261.5,mean28
SKU-1002,2026-05-27,2026-05-28,244.0,426.0,seasonal7
SKU-1002,2026-05-27,2026-05-29,291.0,253.0,seasonal7
SKU-1002,2026-05-27,2026-05-30,223.0,202.0,seasonal7
SKU-1002,2026-05-27,2026-05-31,,207.0,seasonal7
SKU-1002,2026-05-27,2026-06-01,236.0,242.0,seasonal7
SKU-1002,2026-05-27,2026-06-02,258.0,309.0,seasonal7
SKU-1002,2026-05-27,2026-06-03,355.0,329.0,seasonal7
